0 -0.0078125r
100 0.484375
200 0.757812
300 0.609375
400 0.0546875
500 -0.578125
600 -0.78125
700 -0.289062
800 0.492188
900 0.75
1000 0.109375
1100 -0.695312
1200 -0.570312
1300 0.382812
1400 0.726562
1500 -0.179688
1600 -0.78125
1700 0.078125
1800 0.757812
1900 -0.195312
2000 -0.734375
2100 0.414062
2200 0.515625
2300 -0.71875
2400 -0.078125
2500 0.726562
2600 -0.570312
2700 -0.210938
2800 0.734375
2900 -0.648438
3000 0.03125
3100 0.539062
3200 -0.789062
3300 0.578125
3400 -0.15625
3500 -0.335938
3600 0.640625
3700 -0.789062
3800 0.710938
3900 -0.5625
4000 0.320312
4100 -0.132812
4200 -0.078125
4300 0.195312
4400 -0.3125
4500 0.34375
4600 -0.382812
4700 0.335938
4800 -0.296875
4900 0.164062
5000 -0.0390625
5100 -0.179688
5200 0.375
5300 -0.609375
5400 0.742188
5500 -0.78125
5600 0.578125
5700 -0.234375
5800 -0.273438
5900 0.65625
6000 -0.78125
6100 0.421875
6200 0.1875
6300 -0.726562
6400 0.65625
6500 -0.0234375
6600 -0.6875
6700 0.632812
6800 0.140625
6900 -0.78125
7000 0.320312
7100 0.601562
7200 -0.601562
7300 -0.445312
7400 0.671875
7500 0.359375
7600 -0.6875
7700 -0.460938
7800 0.554688
7900 0.625
8000 -0.289062
8100 -0.789062
8200 -0.242188
8300 0.578125
8400 0.710938
8500 0.09375
8600 -0.601562
8700 -0.773438
8800 -0.359375
8900 0.273438
9000 0.703125
9100 0.734375
9200 0.429688
9300 -0.0234375
9400 -0.4375
9500 -0.703125
9600 -0.789062
9700 -0.742188
9800 -0.601562
9900 -0.4375
10000 -0.273438
10100 -0.132812
10200 -0.03125
10300 0.0234375
10400 0.0390625
10500 0.0078125
10600 -0.0625
10700 -0.171875
10800 -0.320312
10900 -0.492188
11000 -0.65625
11100 -0.765625
11200 -0.78125
11300 -0.640625
11400 -0.320312
11500 0.117188
11600 0.546875
11700 0.765625
11800 0.609375
11900 0.0859375
12000 -0.53125
12100 -0.789062
12200 -0.421875
12300 0.328125
12400 0.765625
12500 0.367188
12600 -0.5
12700 -0.75
12800 0.0234375
12900 0.757812
13000 0.273438
13100 -0.695312
13200 -0.4375
13300 0.640625
13400 0.398438
13500 -0.710938
13600 -0.257812
13700 0.765625
13800 -0.117188
13900 -0.71875
14000 0.554688
14100 0.257812
14200 -0.789062
14300 0.460938
14400 0.257812
14500 -0.757812
14600 0.632812
14700 -0.125
