Index Real_Part Imagine_part Amplitude
0 9.15527e-05 0 9.15527e-05
1 0.000213623 0 0.000213623
2 0 0 0
3 0.000152588 0 0.000152588
4 0.000213623 0 0.000213623
5 0.00012207 0 0.00012207
6 9.15527e-05 0 9.15527e-05
7 0.000213623 0 0.000213623
8 0.000152588 0 0.000152588
9 0.000152588 0 0.000152588
10 6.10352e-05 0 6.10352e-05
11 9.15527e-05 0 9.15527e-05
12 -3.05176e-05 0 3.05176e-05
13 0 0 0
14 0.00012207 0 0.00012207
15 6.10352e-05 0 6.10352e-05
16 -6.10352e-05 0 6.10352e-05
17 -3.05176e-05 0 3.05176e-05
18 3.05176e-05 0 3.05176e-05
19 3.05176e-05 0 3.05176e-05
20 3.05176e-05 0 3.05176e-05
21 -6.10352e-05 0 6.10352e-05
22 -6.10352e-05 0 6.10352e-05
23 3.05176e-05 0 3.05176e-05
24 6.10352e-05 0 6.10352e-05
25 -0.00012207 0 0.00012207
26 -0.00012207 0 0.00012207
27 0 0 0
28 -6.10352e-05 0 6.10352e-05
29 -9.15527e-05 0 9.15527e-05
30 -6.10352e-05 0 6.10352e-05
31 -3.05176e-05 0 3.05176e-05
32 -9.15527e-05 0 9.15527e-05
33 -0.000183105 0 0.000183105
34 -0.000213623 0 0.000213623
35 -0.000152588 0 0.000152588
36 -9.15527e-05 0 9.15527e-05
37 -9.15527e-05 0 9.15527e-05
38 -0.000152588 0 0.000152588
39 -0.00012207 0 0.00012207
40 -0.000244141 0 0.000244141
41 -0.000152588 0 0.000152588
42 -0.000274658 0 0.000274658
43 -0.000244141 0 0.000244141
44 -0.000244141 0 0.000244141
45 -0.000183105 0 0.000183105
46 -0.000274658 0 0.000274658
47 -0.000335693 0 0.000335693
48 -0.000396729 0 0.000396729
49 -0.000335693 0 0.000335693
50 -0.000366211 0 0.000366211
51 -0.000335693 0 0.000335693
52 -0.000366211 0 0.000366211
53 -0.000366211 0 0.000366211
54 -0.000305176 0 0.000305176
55 -0.000335693 0 0.000335693
56 -0.000396729 0 0.000396729
57 -0.000427246 0 0.000427246
58 -0.000274658 0 0.000274658
59 -0.000396729 0 0.000396729
60 -0.000274658 0 0.000274658
61 -0.000274658 0 0.000274658
62 -0.000366211 0 0.000366211
63 -0.000488281 0 0.000488281
64 -0.000427246 0 0.000427246
65 -0.000579834 0 0.000579834
66 -0.000457764 0 0.000457764
67 -0.000488281 0 0.000488281
68 -0.000396729 0 0.000396729
69 -0.000488281 0 0.000488281
70 -0.000457764 0 0.000457764
71 -0.000488281 0 0.000488281
72 -0.000488281 0 0.000488281
73 -0.000427246 0 0.000427246
74 -0.000427246 0 0.000427246
75 -0.000518799 0 0.000518799
76 -0.000549316 0 0.000549316
77 -0.000427246 0 0.000427246
78 -0.000457764 0 0.000457764
79 -0.000640869 0 0.000640869
80 -0.000579834 0 0.000579834
81 -0.000457764 0 0.000457764
82 -0.000579834 0 0.000579834
83 -0.000549316 0 0.000549316
84 -0.000610352 0 0.000610352
85 -0.000518799 0 0.000518799
86 -0.000579834 0 0.000579834
87 -0.000579834 0 0.000579834
88 -0.000671387 0 0.000671387
89 -0.000579834 0 0.000579834
90 -0.000579834 0 0.000579834
91 -0.000640869 0 0.000640869
92 -0.000671387 0 0.000671387
93 -0.000701904 0 0.000701904
94 -0.000610352 0 0.000610352
95 -0.000701904 0 0.000701904
96 -0.000671387 0 0.000671387
97 -0.000823975 0 0.000823975
98 -0.000640869 0 0.000640869
99 -0.000671387 0 0.000671387
100 -0.000701904 0 0.000701904
101 -0.000732422 0 0.000732422
102 -0.000793457 0 0.000793457
103 -0.000793457 0 0.000793457
104 -0.000762939 0 0.000762939
105 -0.000671387 0 0.000671387
106 -0.000762939 0 0.000762939
107 -0.000671387 0 0.000671387
108 -0.000823975 0 0.000823975
109 -0.000701904 0 0.000701904
110 -0.000732422 0 0.000732422
111 -0.000732422 0 0.000732422
112 -0.000793457 0 0.000793457
113 -0.000762939 0 0.000762939
114 -0.000671387 0 0.000671387
115 -0.000732422 0 0.000732422
116 -0.000732422 0 0.000732422
117 -0.000640869 0 0.000640869
118 -0.000732422 0 0.000732422
119 -0.000701904 0 0.000701904
120 -0.000701904 0 0.000701904
121 -0.000732422 0 0.000732422
122 -0.000640869 0 0.000640869
123 -0.000701904 0 0.000701904
124 -0.000732422 0 0.000732422
125 -0.000701904 0 0.000701904
126 -0.000671387 0 0.000671387
127 -0.000732422 0 0.000732422
128 -0.000701904 0 0.000701904
129 -0.000762939 0 0.000762939
130 -0.000671387 0 0.000671387
131 -0.000640869 0 0.000640869
132 -0.000701904 0 0.000701904
133 -0.000671387 0 0.000671387
134 -0.000701904 0 0.000701904
135 -0.000701904 0 0.000701904
136 -0.000671387 0 0.000671387
137 -0.000640869 0 0.000640869
138 -0.000671387 0 0.000671387
139 -0.000610352 0 0.000610352
140 -0.000671387 0 0.000671387
141 -0.000610352 0 0.000610352
142 -0.000671387 0 0.000671387
143 -0.000640869 0 0.000640869
144 -0.000549316 0 0.000549316
145 -0.000640869 0 0.000640869
146 -0.000549316 0 0.000549316
147 -0.000610352 0 0.000610352
148 -0.000549316 0 0.000549316
149 -0.000579834 0 0.000579834
150 -0.000518799 0 0.000518799
151 -0.000640869 0 0.000640869
152 -0.000610352 0 0.000610352
