Index Real_Part Imagine_part Amplitude
0 9.13912e-05 2.18445e-07 9.13915e-05
1 0.000213587 -2.69714e-07 0.000213587
2 2.11548e-07 1.68457e-07 2.70426e-07
3 0.000152313 2.80151e-08 0.000152313
4 0.000213797 -2.08618e-07 0.000213797
5 0.000122088 2.71301e-07 0.000122088
6 9.13486e-05 -1.80603e-07 9.13488e-05
7 0.000213897 -1.2207e-08 0.000213897
8 0.0001524 1.9812e-07 0.0001524
9 0.000152582 -2.72034e-07 0.000152583
10 6.12306e-05 1.922e-07 6.12309e-05
11 9.12793e-05 -3.66211e-09 9.12793e-05
12 -3.03186e-05 -1.8689e-07 3.03192e-05
13 -1.35498e-08 2.7179e-07 2.72127e-07
14 0.000121889 -2.03064e-07 0.000121889
15 6.13029e-05 1.95313e-08 6.13029e-05
16 -6.12421e-05 1.75049e-07 6.12424e-05
17 -3.04882e-05 -2.70691e-07 3.04894e-05
18 3.06865e-05 2.13257e-07 3.06872e-05
19 3.02462e-05 -3.52783e-08 3.02462e-05
20 3.07321e-05 -1.62659e-07 3.07325e-05
21 -6.10825e-05 2.68616e-07 6.10831e-05
22 -6.11901e-05 -2.22717e-07 6.11905e-05
23 3.0785e-05 5.09644e-08 3.07851e-05
24 6.08088e-05 1.49658e-07 6.0809e-05
25 -0.00012201 -2.65625e-07 0.000122011
26 -0.000121928 2.31445e-07 0.000121928
27 -2.59949e-07 -6.64062e-08 2.68297e-07
28 -6.08004e-05 -1.36169e-07 6.08006e-05
29 -9.16299e-05 2.6178e-07 9.16303e-05
30 -6.11618e-05 -2.3938e-07 6.11623e-05
31 -3.02574e-05 8.1665e-08 3.02575e-05
32 -9.17931e-05 1.22192e-07 9.17932e-05
33 -0.000183014 -2.57019e-07 0.000183014
34 -0.000213508 2.46521e-07 0.000213509
35 -0.000152842 -9.66797e-08 0.000152842
36 -9.13035e-05 -1.07849e-07 9.13036e-05
37 -9.16541e-05 2.51404e-07 9.16544e-05
38 -0.000152693 -2.52808e-07 0.000152693
39 -0.000121823 1.11328e-07 0.000121823
40 -0.000244402 9.30786e-08 0.000244402
41 -0.00015247 -2.44873e-07 0.00015247
42 -0.000274573 2.5824e-07 0.000274573
43 -0.000244385 -1.2561e-07 0.000244385
